Date,Open,High,Low,Close,Adj Close,Volume
2018-08-13,52.327499,52.737499,51.924999,52.217499,50.664829,103563600
2018-08-14,52.540001,52.639999,52.064999,52.437500,50.878296,82992000
2018-08-15,52.305000,52.685001,52.082500,52.560001,50.997150,115230400
2018-08-16,52.937500,53.452499,52.867500,53.330002,51.744251,114001600
2018-08-17,53.360001,54.487499,53.290001,54.395000,52.777592,141708000
2018-08-20,54.525002,54.794998,53.777500,53.865002,52.263344,121150800
2018-08-21,54.200001,54.297501,53.507500,53.759998,52.161461,104639200
2018-08-22,53.525002,54.090000,53.459999,53.762501,52.163895,76072400
2018-08-23,53.662498,54.262501,53.650002,53.872501,52.270622,75532800
2018-08-24,54.150002,54.224998,53.777500,54.040001,52.433147,73905600
2018-08-27,54.287498,54.685001,54.082500,54.485001,52.864918,82100400
2018-08-28,54.752499,55.134998,54.730000,54.924999,53.291824,91107200
2018-08-29,55.037498,55.872501,54.852501,55.744999,54.087444,109019200
2018-08-30,55.812500,57.064999,55.599998,56.257500,54.584709,195175200
2018-08-31,56.627499,57.217499,56.500000,56.907501,55.215378,173360400
2018-09-04,57.102501,57.294998,56.657501,57.090000,55.392456,109560400
2018-09-05,57.247501,57.417500,56.275002,56.717499,55.031029,133332000
2018-09-06,56.557499,56.837502,55.325001,55.775002,54.116558,137160000
2018-09-07,55.462502,56.342499,55.177502,55.325001,53.679935,150479200
2018-09-10,55.237499,55.462502,54.117500,54.582500,52.959511,158066000
2018-09-11,54.502499,56.075001,54.139999,55.962502,54.298481,142996000
2018-09-12,56.235001,56.250000,54.959999,55.267502,53.624142,197114800
2018-09-13,55.880001,57.087502,55.642502,56.602501,54.919445,166825600
2018-09-14,56.437500,56.709999,55.630001,55.959999,54.296047,127997200
2018-09-17,55.537498,55.737499,54.317501,54.470001,52.850361,148780400
2018-09-18,54.447498,55.462502,54.279999,54.560001,52.937675,126286800
2018-09-19,54.625000,54.904999,53.825001,54.592499,52.969212,108495200
2018-09-20,55.060001,55.570000,54.787498,55.007500,53.371872,106435200
2018-09-21,55.195000,55.340000,54.322498,54.415001,52.796997,384986800
2018-09-24,54.205002,55.314999,54.157501,55.197498,53.556225,110773600
2018-09-25,54.937500,55.705002,54.924999,55.547501,53.895813,98217600
2018-09-26,55.250000,55.937500,54.939999,55.105000,53.466480,95938800
2018-09-27,55.955002,56.610001,55.884998,56.237499,54.565292,120724800
2018-09-28,56.197498,56.459999,56.005001,56.435001,54.756927,91717600
2018-10-01,56.987499,57.355000,56.587502,56.814999,55.125626,94403200
2018-10-02,56.812500,57.500000,56.657501,57.320000,55.615608,99152800
2018-10-03,57.512501,58.367500,57.445000,58.017502,56.292374,114619200
2018-10-04,57.695000,58.087502,56.682499,56.997501,55.302704,128168000
2018-10-05,56.990002,57.102501,55.145000,56.072498,54.405209,134322000
2018-10-08,55.552502,56.200001,55.049999,55.942501,54.279079,118655600
2018-10-09,55.910000,56.817501,55.562500,56.717499,55.031029,107564000
2018-10-10,56.365002,56.587502,54.012501,54.090000,52.481659,167962400
2018-10-11,53.630001,54.875000,53.080002,53.612499,52.018353,212497600
2018-10-12,55.105000,55.720001,54.209999,55.527500,53.876411,161351600
2018-10-15,55.290001,55.457500,54.317501,54.340000,52.724220,123164000
2018-10-16,54.732498,55.747501,54.189999,55.537498,53.886112,116736000
2018-10-17,55.575001,55.660000,54.834999,55.297501,53.653248,91541600
2018-10-18,54.465000,54.935001,53.250000,54.005001,52.399181,130325200
2018-10-19,54.514999,55.314999,54.357498,54.827499,53.197220,132314800
2018-10-22,54.947498,55.840000,54.735001,55.162498,53.522270,115168400
2018-10-23,53.957500,55.812500,53.674999,55.682499,54.026798,155071200
2018-10-24,55.650002,56.057499,53.634998,53.772499,52.173595,163702000
2018-10-25,54.427502,55.345001,54.187500,54.950001,53.316082,119423200
2018-10-26,53.974998,55.047501,53.167500,54.075001,52.467102,189033600
2018-10-29,54.797501,54.922501,51.522499,53.060001,51.482285,183742000
2018-10-30,52.787498,53.794998,52.317501,53.325001,51.739403,146640000
2018-10-31,54.220001,55.112499,54.154999,54.715000,53.088074,153435600
2018-11-01,54.762501,55.590000,54.202499,55.555000,53.903095,233292800
2018-11-02,52.387501,53.412498,51.357498,51.869999,50.327675,365314800
2018-11-05,51.075001,51.097500,49.542500,50.397499,48.898945,264654800
2018-11-06,50.480000,51.180000,50.422501,50.942501,49.427746,127531600
2018-11-07,51.492500,52.514999,51.032501,52.487499,50.926807,133697600
2018-11-08,52.494999,52.529999,51.687500,52.122501,50.749123,101450400
2018-11-09,51.387501,51.502499,50.562500,51.117500,49.770596,137463200
2018-11-12,49.750000,49.962502,48.447498,48.542500,47.263443,204542000
2018-11-13,47.907501,49.294998,47.862499,48.057499,46.791222,187531600
2018-11-14,48.474998,48.619999,46.482498,46.700001,45.469494,243204000
2018-11-15,47.097500,47.992500,46.724998,47.852501,46.591629,185915200
2018-11-16,47.625000,48.742500,47.365002,48.382500,47.107662,147713200
2018-11-19,47.500000,47.674999,46.247501,46.465000,45.240688,167701200
2018-11-20,44.592499,45.367500,43.877499,44.244999,43.079178,271300800
2018-11-21,44.932499,45.067501,44.137501,44.195000,43.030499,124496800
2018-11-23,43.735001,44.150002,43.025002,43.072498,41.937576,94496000
2018-11-26,43.560001,43.737499,42.564999,43.654999,42.504726,179994000
2018-11-27,42.877499,43.692501,42.720001,43.560001,42.412231,165549600
2018-11-28,44.182499,45.322498,43.732498,45.235001,44.043098,184250000
2018-11-29,45.665001,45.700001,44.424999,44.887501,43.704758,167080000
2018-11-30,45.072498,45.082500,44.257500,44.645000,43.468647,158126000
2018-12-03,46.115002,46.235001,45.302502,46.205002,44.987534,163210000
2018-12-04,45.237499,45.597500,44.067501,44.172501,43.008591,165377200
2018-12-06,42.939999,43.695000,42.605000,43.680000,42.529068,172393600
2018-12-07,43.372501,43.622501,42.075001,42.122501,41.012604,169126400
2018-12-10,41.250000,42.522499,40.832500,42.400002,41.282795,248104000
2018-12-11,42.915001,42.947498,41.750000,42.157501,41.046688,189126800
2018-12-12,42.599998,42.980000,42.255001,42.275002,41.161091,142510800
2018-12-13,42.622501,43.142502,42.387501,42.737499,41.611404,127594400
2018-12-14,42.250000,42.270000,41.320000,41.369999,40.279934,162814800
2018-12-17,41.362499,42.087502,40.682499,40.985001,39.905083,177151600
2018-12-18,41.345001,41.882500,41.097500,41.517502,40.423550,135366000
2018-12-19,41.500000,41.862499,39.772499,40.222500,39.162666,196189200
2018-12-20,40.099998,40.527500,38.825001,39.207500,38.174412,259092000
2018-12-21,39.215000,39.540001,37.407501,37.682499,36.689594,382978400
2018-12-24,37.037498,37.887501,36.647499,36.707500,35.740280,148676800
2018-12-26,37.075001,39.307499,36.680000,39.292500,38.257172,234330000
2018-12-27,38.959999,39.192501,37.517502,39.037498,38.008892,212468400
2018-12-28,39.375000,39.630001,38.637501,39.057499,38.028370,169165600
2018-12-31,39.632500,39.840000,39.119999,39.435001,38.395920,140014000
2019-01-02,38.722500,39.712502,38.557499,39.480000,38.439735,148158800
2019-01-03,35.994999,36.430000,35.500000,35.547501,34.610851,365248800
2019-01-04,36.132500,37.137501,35.950001,37.064999,36.088364,234428400
2019-01-07,37.174999,37.207500,36.474998,36.982498,36.008041,219111200
2019-01-08,37.389999,37.955002,37.130001,37.687500,36.694466,164101200
2019-01-09,37.822498,38.632500,37.407501,38.327499,37.317600,180396400
2019-01-10,38.125000,38.492500,37.715000,38.450001,37.436874,143122800
2019-01-11,38.220001,38.424999,37.877499,38.072498,37.069317,108092800
2019-01-14,37.712502,37.817501,37.305000,37.500000,36.511906,129756800
2019-01-15,37.567501,38.347500,37.512501,38.267502,37.259186,114843600
2019-01-16,38.270000,38.970001,38.250000,38.735001,37.714363,122278800
2019-01-17,38.549999,39.415001,38.314999,38.965000,37.938301,119284800
2019-01-18,39.375000,39.470001,38.994999,39.205002,38.171974,135004000
2019-01-22,39.102501,39.182499,38.154999,38.325001,37.315170,121576000
2019-01-23,38.537498,38.785000,37.924999,38.480000,37.466080,92522400
2019-01-24,38.527500,38.619999,37.935001,38.174999,37.169121,101766000
2019-01-25,38.869999,39.532501,38.580002,39.439999,38.400784,134142000
2019-01-28,38.947498,39.082500,38.415001,39.075001,38.045410,104768400
2019-01-29,39.062500,39.532501,38.527500,38.669998,37.651077,166348800
2019-01-30,40.812500,41.537498,40.057499,41.312500,40.223942,244439200
2019-01-31,41.527500,42.250000,41.139999,41.610001,40.513611,162958400
2019-02-01,41.740002,42.244999,41.482498,41.630001,40.533089,130672400
2019-02-04,41.852501,42.915001,41.820000,42.812500,41.684422,125982000
2019-02-05,43.215000,43.770000,43.087502,43.544998,42.397625,144406400
2019-02-06,43.662498,43.892502,43.212502,43.560001,42.412231,112958400
2019-02-07,43.099998,43.485001,42.584999,42.735001,41.608967,126966800
2019-02-08,42.247501,42.665001,42.105000,42.602501,41.657860,95280000
2019-02-11,42.762501,42.802502,42.312500,42.357498,41.418289,83973600
2019-02-12,42.525002,42.750000,42.424999,42.722500,41.775200,89134000
2019-02-13,42.847500,43.119999,42.480000,42.544998,41.601627,89960800
2019-02-14,42.427502,42.814999,42.345001,42.700001,41.753201,87342800
2019-02-15,42.812500,42.924999,42.437500,42.605000,41.660297,98507200
2019-02-19,42.427502,42.860001,42.372501,42.732498,41.784973,75891200
2019-02-20,42.797501,43.330002,42.747501,43.007500,42.053879,104457600
2019-02-21,42.950001,43.092499,42.575001,42.764999,41.816753,68998800
2019-02-22,42.895000,43.250000,42.845001,43.242500,42.283672,75652800
2019-02-25,43.540001,43.967499,43.487499,43.557499,42.591686,87493600
2019-02-26,43.427502,43.825001,43.292500,43.582500,42.616127,68280800
2019-02-27,43.302502,43.750000,43.182499,43.717499,42.748135,111341600
2019-02-28,43.580002,43.727501,43.230000,43.287498,42.327675,112861600
2019-03-01,43.570000,43.787498,43.222500,43.742500,42.772587,103544800
2019-03-04,43.922501,44.437500,43.492500,43.962502,42.987701,109744800
2019-03-05,43.985001,44.000000,43.634998,43.882500,42.909473,78949600
2019-03-06,43.667500,43.872501,43.485001,43.630001,42.662579,83241600
2019-03-07,43.467499,43.610001,43.005001,43.125000,42.168774,99185600
2019-03-08,42.580002,43.267502,42.375000,43.227501,42.269001,95997600
2019-03-11,43.872501,44.779999,43.837502,44.724998,43.733299,128044000
2019-03-12,45.000000,45.667500,44.842499,45.227501,44.224655,129870400
2019-03-13,45.562500,45.825001,45.230000,45.427502,44.420219,124130000
2019-03-14,45.974998,46.025002,45.639999,45.932499,44.914021,94318000
2019-03-15,46.212502,46.832500,45.935001,46.529999,45.498264,156171600
2019-03-18,46.450001,47.097500,46.447498,47.005001,45.962746,104879200
2019-03-19,47.087502,47.247501,46.480000,46.632500,45.598503,126585600
2019-03-20,46.557499,47.372501,46.182499,47.040001,45.996967,124140800
2019-03-21,47.505001,49.082500,47.452499,48.772499,47.691051,204136800
2019-03-22,48.834999,49.422501,47.695000,47.762501,46.703445,169630800
2019-03-25,47.877499,47.994999,46.650002,47.185001,46.138744,175381200
2019-03-26,47.915001,48.220001,46.145000,46.697498,45.662060,199202000
2019-03-27,47.187500,47.439999,46.637501,47.117500,46.072750,119393600
2019-03-28,47.237499,47.389999,46.882500,47.180000,46.133858,83121600
2019-03-29,47.457500,47.520000,47.134998,47.487499,46.434544,94256000
2019-04-01,47.910000,47.919998,47.095001,47.810001,46.749901,111448000
2019-04-02,47.772499,48.615002,47.762501,48.505001,47.429478,91062800
2019-04-03,48.312500,49.125000,48.287498,48.837502,47.754612,93087200
2019-04-04,48.697498,49.092499,48.285000,48.922501,47.837719,76457200
2019-04-05,49.112499,49.275002,48.982498,49.250000,48.157959,74106400
2019-04-08,49.105000,50.057499,49.084999,50.025002,48.915783,103526800
2019-04-09,50.080002,50.712502,49.807499,49.875000,48.769104,143072800
2019-04-10,49.669998,50.185001,49.544998,50.154999,49.042889,86781200
2019-04-11,50.212502,50.250000,49.610001,49.737499,48.634655,83603200
2019-04-12,49.799999,50.035000,49.052502,49.717499,48.615089,111042800
2019-04-15,49.645000,49.962502,49.502499,49.807499,48.703094,70146400
2019-04-16,49.865002,50.342499,49.639999,49.812500,48.707989,102785600
2019-04-17,49.884998,50.845001,49.652500,50.782501,49.656483,115627200
2019-04-18,50.779999,51.037498,50.630001,50.965000,49.834938,96783200
2019-04-22,50.707500,51.235001,50.584999,51.132500,49.998718,77758000
2019-04-23,51.107498,51.937500,50.974998,51.869999,50.719872,93292000
2019-04-24,51.840000,52.119999,51.762501,51.790001,50.641644,70162400
2019-04-25,51.707500,51.939999,51.279999,51.320000,50.182068,74172800
2019-04-26,51.224998,51.250000,50.529999,51.075001,49.942493,74596400
2019-04-29,51.099998,51.492500,50.965000,51.152500,50.018276,88818800
2019-04-30,50.764999,50.849998,49.777500,50.167500,49.055115,186139600
2019-05-01,52.470001,53.827499,52.307499,52.630001,51.463013,259309200
2019-05-02,52.459999,53.162498,52.032501,52.287498,51.128105,127985200
2019-05-03,52.722500,52.959999,52.557499,52.937500,51.763695,83569600
2019-05-06,51.072498,52.209999,50.875000,52.119999,50.964329,129772400
2019-05-07,51.470001,51.855000,50.207500,50.715000,49.590477,155054800
2019-05-08,50.474998,51.334999,50.437500,50.724998,49.600250,105358000
2019-05-09,50.099998,50.419998,49.165001,50.180000,49.067337,139634400
2019-05-10,49.355000,49.712502,48.192501,49.294998,48.387592,164834800
2019-05-13,46.927502,47.369999,45.712502,46.430000,45.575329,229722400
2019-05-14,46.602501,47.424999,46.352501,47.165001,46.296795,146118800
2019-05-15,46.567501,47.937500,46.505001,47.730000,46.851391,106178800
2019-05-16,47.477501,48.117500,47.209999,47.520000,46.645256,132125600
2019-05-17,46.732498,47.724998,46.689999,47.250000,46.380230,131516400
2019-05-20,45.880001,46.087502,45.070000,45.772499,44.929932,154449200
2019-05-21,46.305000,47.000000,46.174999,46.650002,45.791275,113459200
2019-05-22,46.165001,46.427502,45.637501,45.695000,44.853859,118994400
2019-05-23,44.950001,45.134998,44.452499,44.915001,44.088215,146118800
2019-05-24,45.049999,45.535000,44.654999,44.742500,43.918888,94858800
2019-05-28,44.730000,45.147499,44.477501,44.557499,43.737293,111792800
2019-05-29,44.105000,44.837502,44.000000,44.345001,43.528706,113924800
2019-05-30,44.487499,44.807499,44.167500,44.575001,43.754475,84873600
2019-05-31,44.057499,44.497501,43.747501,43.767502,42.961842,108174400
2019-06-03,43.900002,44.480000,42.567501,43.325001,42.527481,161584400
2019-06-04,43.860001,44.957500,43.630001,44.910000,44.083302,123872000
2019-06-05,46.070000,46.247501,45.285000,45.634998,44.794956,119093600
2019-06-06,45.770000,46.367500,45.537498,46.305000,45.452625,90105200
2019-06-07,46.627499,47.980000,46.442501,47.537498,46.662441,122737600
2019-06-10,47.952499,48.842499,47.904999,48.145000,47.258759,104883600
2019-06-11,48.715000,49.000000,48.400002,48.702499,47.805996,107731600
2019-06-12,48.487499,48.992500,48.347500,48.547501,47.653847,73012800
2019-06-13,48.674999,49.197498,48.400002,48.537498,47.644032,86698400
2019-06-14,47.887501,48.397499,47.575001,48.185001,47.298027,75046000
2019-06-17,48.224998,48.740002,48.042500,48.472500,47.580223,58676400
2019-06-18,49.012501,50.072498,48.802502,49.612499,48.699249,106204000
2019-06-19,49.919998,49.970001,49.327499,49.467499,48.556911,84496800
2019-06-20,50.092499,50.152500,49.507500,49.865002,48.947098,86056000
2019-06-21,49.700001,50.212502,49.537498,49.695000,48.780224,191202400
2019-06-24,49.634998,50.040001,49.542500,49.645000,48.731144,72881600
2019-06-25,49.607498,49.814999,48.822498,48.892502,47.992500,84281200
2019-06-26,49.442501,50.247501,49.337502,49.950001,49.030533,104270000
2019-06-27,50.072498,50.392502,49.892502,49.935001,49.015808,83598800
2019-06-28,49.669998,49.875000,49.262501,49.480000,48.569180,124442400
2019-07-01,50.792500,51.122501,50.162498,50.387501,49.459972,109012000
2019-07-02,50.352501,50.782501,50.340000,50.682499,49.749546,67740800
2019-07-03,50.820000,51.110001,50.672501,51.102501,50.161819,45448000
2019-07-05,50.837502,51.270000,50.724998,51.057499,50.117641,69062000
2019-07-08,50.202499,50.349998,49.602501,50.005001,49.084515,101354400
2019-07-09,49.799999,50.377499,49.702499,50.310001,49.383907,82312000
2019-07-10,50.462502,50.932499,50.389999,50.807499,49.872242,71588400
2019-07-11,50.827499,51.097500,50.427502,50.437500,49.509064,80767200
2019-07-12,50.612499,51.000000,50.549999,50.825001,49.889423,70380800
2019-07-15,51.022499,51.467499,51.000000,51.302502,50.358139,67789600
2019-07-16,51.147499,51.527500,50.875000,51.125000,50.183903,67467200
2019-07-17,51.012501,51.272499,50.817501,50.837502,49.901699,56430000
